roll_belt,pitch_belt,yaw_belt,total_accel_belt,gyros_belt_x,gyros_belt_y,gyros_belt_z,accel_belt_x,accel_belt_y,accel_belt_z,magnet_belt_x,magnet_belt_y,magnet_belt_z,roll_arm,pitch_arm,yaw_arm,total_accel_arm,gyros_arm_x,gyros_arm_y,gyros_arm_z,accel_arm_x,accel_arm_y,accel_arm_z,magnet_arm_x,magnet_arm_y,magnet_arm_z,roll_dumbbell,pitch_dumbbell,yaw_dumbbell,total_accel_dumbbell,gyros_dumbbell_x,gyros_dumbbell_y,gyros_dumbbell_z,accel_dumbbell_x,accel_dumbbell_y,accel_dumbbell_z,magnet_dumbbell_x,magnet_dumbbell_y,magnet_dumbbell_z,roll_forearm,pitch_forearm,yaw_forearm,total_accel_forearm,gyros_forearm_x,gyros_forearm_y,gyros_forearm_z,accel_forearm_x,accel_forearm_y,accel_forearm_z,magnet_forearm_x,magnet_forearm_y,magnet_forearm_z,classe
1.15,4.81,-87.1,4,0.02,0.02,0,-13,7,39,59,627,-305,0,0,0,12,0.06,0.02,0.02,43,104,-25,536,80,420,57.18019188,-51.06896598,-75.36304727,29,0.27,0.16,-0.15,-140,155,-196,-500,347,86,147,31.9,136,32,-0.35,2.73,0.54,-143,218,-169,-673,438,673,D
141,8.18,51.8,21,-0.06,0.08,-0.97,-23,38,-205,25,561,-396,-68.1,-25.2,21,28,-0.79,0,0.75,155,-144,-178,694,-148,-190,136.5400938,0,-20.53953892,5,-0.02,0.5,-0.07,0,48,-10,-221,584,-9,-56.5,40.4,-135,28,1.56,-2.81,-0.28,-265,-42,75,-690,298,518,E
0.66,4.42,-90.3,3,-0.14,0,-0.02,-7,5,23,27,607,-297,151,-38.8,-68.1,38,2.2,-1.4,0.8,50,-71,-360,479,-343,-390,17.64498425,11.30852213,136.0573066,8,-0.02,0.02,0.02,9,14,78,-474,326,138,139,4.41,102,41,-0.08,2.62,0.62,19,351,-185,-353,748,604,B
0.71,4.76,-87.9,3,0.06,0,-0.03,-15,2,30,56,577,-410,72,43.3,85.1,29,-0.02,0,0,-217,154,-108,-336,228,598,-85.45068851,-65.96317263,23.79411248,2,0.02,-0.18,0.1,-13,-16,5,-441,264,280,-125,-22.3,35.6,31,-0.56,3.24,0.54,181,153,192,598,-448,87,A
1.32,7.62,-93.5,3,-0.08,0,-0.02,-22,4,24,0,609,-301,62.4,-44.4,-2.82,24,-2.52,0.71,0.02,116,21,-200,771,-152,-17,-35.62294762,-11.65110628,119.4361455,2,-0.08,-0.02,0.1,-2,-6,16,-542,304,-33,11.9,48.4,103,25,0,-2.7,-0.64,-168,-30,-176,-527,-179,398,A
122,25.2,-4.33,19,-0.48,-0.03,-0.44,-40,72,-170,5,590,-367,65.6,-35.5,35.4,34,0.14,-0.35,-0.05,317,-10,111,570,141,377,-5.840603017,18.78967254,137.3823712,9,0.67,0.14,-0.49,16,-5,84,550,-500,-72,125,17.7,113,37,0.51,-2.14,-0.33,34,323,-155,-452,763,689,D
1.35,2.37,-88,3,0.08,0.02,0.02,-4,4,27,37,574,-431,84.1,3.22,119,31,0.59,0.1,-0.43,-226,169,-122,-379,315,506,46.05539917,-11.13410143,-109.4914077,1,0.11,-0.02,-0.07,-1,4,-8,-508,154,256,-177,11.5,88.5,42,0.11,-2.57,0.03,-46,344,217,-491,1060,-463,C
1.35,3.5,-87.3,4,0.18,0.03,0.05,-10,-1,40,48,622,-329,0,0,0,22,-4.53,2.22,0,-47,163,-140,726,101,126,90.54362694,-47.01702978,-43.27472248,33,-0.72,1.89,0.2,-148,257,-137,-303,520,77,153,16.3,140,31,-1.78,4.27,0.67,-46,267,-132,-633,609,887,B
128,-40.8,162,18,0.18,0.11,-0.13,51,45,-160,163,603,-312,8.61,79.4,-51.3,33,0.14,-0.75,0.66,-308,-41,-89,-413,367,499,43.71463592,-32.81116388,-100.9774326,16,0.13,0.06,-0.3,-51,67,-134,-560,229,92,0,0,0,24,-0.05,4.14,1.53,-237,-2,-28,-414,-330,337,C
1.12,4.93,-87.8,3,-0.05,0,-0.07,-9,4,29,62,582,-413,78,39.5,95.2,29,0.18,0.06,-0.28,-227,148,-97,-337,225,595,11.85790659,-61.30623892,94.29405816,38,0.21,-0.1,0,-214,44,301,-438,230,308,175,-68.7,125,36,-0.21,-0.16,0.3,-59,277,212,-461,976,-384,A
0.8,4.12,-88.1,4,-0.06,0,-0.03,-8,1,43,41,632,-306,0,0,0,19,0.85,-0.21,-0.11,102,84,-135,683,57,263,45.24887471,-46.37380873,-89.50543426,30,0.4,0,-0.62,-133,130,-232,-534,311,61,149,30,153,29,0.32,-2.44,0.03,-98,138,-223,-661,443,554,C
138,23.5,17.4,22,-0.42,0,0.15,-47,58,-207,12,542,-443,121,-34.8,57.9,26,3.71,-2.44,-0.74,150,62,195,537,267,354,12.81182777,51.18346466,104.0059752,10,0.03,-0.77,0.08,46,12,81,537,-502,-25,138,13.4,99.6,41,-0.61,2.75,0.25,61,375,-121,-375,791,725,E
1.56,5.02,-87.7,4,0.1,0.02,0.02,-21,3,35,52,628,-312,0,0,0,38,-0.03,-0.02,-0.02,-293,154,-172,-421,403,417,63.63807077,-38.09594195,-79.39761163,33,0.16,0.31,-0.1,-122,195,-234,-425,470,-65,-63.1,64.7,-28.8,38,0.13,-1.43,-0.1,-267,-165,-200,-560,-125,391,A
126,-41.8,165,17,0.11,0.11,-0.18,45,46,-158,168,600,-310,4.36,-61.2,-6.52,21,-2.46,0.48,0.59,66,-111,-162,737,-117,-191,32.63441857,-24.95893416,-115.4141644,19,0.16,0.1,-0.51,-47,61,-174,-601,182,-2,0,0,0,32,0.8,1.25,0.62,-306,-45,-10,-221,-548,103,C
1.71,6.31,-92.7,3,0.02,0,0.02,-12,6,23,5,603,-317,70.1,16.6,108,33,0.02,-0.05,0.05,-280,116,-117,-329,354,514,121.8867322,31.13202999,15.87645794,10,-0.47,1.51,0.39,31,95,16,-326,531,-28,-132,45.2,-76,24,0.08,-3.79,-0.79,-52,-74,-218,-128,-560,111,B
1.01,4.93,-87.9,4,-0.05,0,0,-16,4,35,48,628,-318,0,0,0,26,-1.69,0.55,-0.84,143,62,-199,750,-74,-61,64.86335551,-47.02100253,-71.49553015,30,0.37,0.4,-0.15,-132,176,-191,-489,380,23,74.9,39.3,115,27,1.04,-3.53,-0.33,3,219,-156,-626,614,798,A
118,16,0.89,18,0.13,0.11,-0.15,-22,64,-158,23,605,-323,-48.5,-39.7,6.5,22,-0.63,0.1,0.31,133,-112,-127,723,-30,-37,-2.148840581,-15.09802111,141.8271346,5,0.11,0.16,-0.11,-7,-1,46,-499,369,-147,19.1,21.8,-75.8,23,-0.48,1.56,0.49,-202,85,43,-423,770,679,A
1.04,7.94,-93.8,4,0.08,-0.02,0,-22,3,27,0,612,-289,-137,11.1,-167,34,-0.02,-0.02,-0.02,-287,110,-123,-361,335,529,24.45203938,-6.055976348,131.8589368,2,-0.14,-0.16,-0.1,-1,4,16,-535,330,-38,15.2,-63.5,-139,36,0.02,-0.02,-0.02,195,203,-214,2,652,466,A
124,-42.1,165,17,0.11,0.11,-0.16,51,43,-155,160,607,-304,-22.7,-26.1,-33,10,1.46,-0.77,0.97,35,-89,-31,615,73,327,51.56595792,-31.80375423,-94.7271595,17,-0.03,0.18,0,-52,82,-135,-573,231,47,0,0,0,42,1.2,-1.41,0.07,-175,376,-4,-614,693,710,C
119,16.6,0.54,18,0.06,0.1,-0.1,-23,64,-161,20,597,-336,-65.1,-30.8,8.24,23,-1.08,-0.26,0.98,137,-128,-126,730,-61,-44,94.20000404,62.87962864,0,3,-0.16,0.03,0.11,16,22,0,-360,512,-56,-70.4,62.1,-132,42,0.06,-1.67,-0.11,-405,-64,6,-669,147,373,D
-19.6,-3.35,-84.1,7,0.19,-0.13,-0.69,-25,0,67,0,637,-281,122,-20.4,-58.4,57,-1.33,0.16,0.31,105,-2,-553,344,-164,-512,60.5909586,25.84158764,89.66672079,14,1.48,-1,-0.13,35,78,107,-177,313,423,178,14.6,-75.2,30,-0.29,-3.07,-0.02,-23,-206,204,150,-744,78,D
158,-29,125,25,0.18,0.11,-0.33,66,51,-230,140,506,-488,-18.5,-4.72,-54,14,0.53,-0.56,0.71,-102,-64,72,248,156,599,76.36416901,-21.0107113,-76.36416901,19,-0.05,-0.05,0.11,-38,126,-126,-506,342,57,0,0,0,48,1.03,1.17,0.9,-164,446,-5,-491,759,619,E
118,13.9,-1.43,18,0.13,0.11,-0.13,-19,62,-159,30,592,-318,-41.1,26.1,-110,32,-0.64,-0.16,0.67,-309,-17,-8,-390,356,521,-111.0817149,-36.65799278,26.50170674,7,-0.02,0.32,0.05,-26,-65,19,-474,397,1,-48.9,-12.3,130,54,-0.21,-0.48,-0.08,-335,-406,-30,-118,-609,3,C
121,25,-5.32,19,-0.43,-0.03,-0.43,-35,67,-168,9,588,-375,86.3,-15.3,38,33,1.73,-1.09,0.26,273,25,166,504,242,400,-3.502608644,24.76563347,132.0572116,9,0.55,0.02,-0.33,21,-3,83,530,-518,-49,130,24.3,126,35,0.9,-2.71,-0.25,-34,299,-158,-593,681,672,D
124,26.4,-3.91,20,-0.42,-0.03,-0.44,-43,72,-178,1,576,-370,-26.7,0.65,-103,8,1.4,-0.51,0.07,20,6,77,-232,385,537,-8.134232737,25.82257075,129.9500118,9,0.48,-0.13,-0.18,22,-7,83,524,-529,-94,113,13.4,81.6,35,0.22,0.1,0.2,108,274,-173,-238,775,690,B
116,18.8,-6.2,18,0.16,0.13,-0.16,-24,59,-160,-2,609,-325,-41.4,31.5,-103,30,-0.39,-0.22,0.66,-291,-55,9,-407,285,603,100.0597726,-3.36781175,56.89503185,3,-0.22,0.08,0.08,-1,25,16,-455,416,-159,-46.1,25,168,52,-0.05,-0.59,-0.2,-449,-246,-16,-505,-262,115,B
1.56,6.88,-93.8,3,0,0,-0.03,-21,5,24,-6,610,-298,52.1,46.9,34.4,11,2.1,-0.92,0.26,16,87,-68,596,14,387,65.56956262,0,91.51007006,2,-0.03,-0.05,0.05,0,10,13,-534,329,-66,-1.86,42.5,97,29,0.37,-2.3,-0.39,-116,-163,-201,-359,-386,267,A
126,23.5,14.6,18,-0.51,-0.03,-0.2,-45,68,-160,9,601,-342,-156,-56.8,36.3,43,2.68,-2.59,0,407,-66,-95,725,-106,-184,31.43820845,50.04699992,96.32585259,10,0.06,-0.67,0.38,45,29,77,520,-522,-45,141,40.9,147,39,-0.67,3.42,1.59,32,368,-93,-707,456,709,E
131,-41.3,161,19,-0.03,0.14,-0.3,37,48,-175,168,603,-359,112,70.9,147,25,0.22,-0.37,0.61,-235,-63,14,-190,214,650,45.60954669,-32.00397919,-99.88546152,18,0.24,0.08,-0.31,-55,77,-147,-575,243,29,0,0,0,39,1.01,0.48,0.36,-26,379,-34,-149,772,551,A
0.64,5.37,-88,5,0.02,0,0.02,-15,1,46,50,632,-308,0,0,0,38,0.1,-0.08,-0.02,-279,156,-195,-428,454,357,46.59517307,-50.7062612,-84.78957188,31,0.34,0.16,-0.39,-147,136,-227,-558,289,0,44.4,-64.8,170,32,0.05,0.14,0.28,220,93,-205,138,522,698,A
131,21.5,14.9,20,-0.29,-0.08,-1.15,-39,46,-183,5,580,-384,16.2,-51.9,-135,24,-4.34,1.3,0.07,142,39,184,464,219,470,-5.448426644,24.19663764,132.2531248,9,0.34,-0.22,-0.1,22,-5,89,503,-539,-74,-168,34.3,-114,27,1.33,-5.65,-1.99,11,141,-226,-263,-560,-55,E
0.46,4.63,-87.8,5,0.11,0.02,-0.02,-17,-2,43,49,632,-300,0,0,0,38,0.03,0.02,-0.03,-282,158,-184,-414,441,387,74.11027931,-42.07406682,-66.15526709,30,0.24,0.5,0.2,-121,200,-182,-506,358,27,56,-30.7,150,40,0.34,-1.08,-0.46,251,250,-164,74,608,668,A
0.55,4.5,-88.3,4,0.19,0.02,0.05,-11,1,37,41,635,-299,0,0,0,34,0.18,-0.11,0.13,172,39,-277,732,-83,-147,56.40645916,-51.94906015,-75.3100537,29,0.35,0.13,-0.38,-143,154,-197,-510,338,43,113,22.2,133,24,-1.99,5.06,0.48,72,207,-86,-654,532,941,B
109,26.2,-18,17,0.11,0.1,-0.23,-19,62,-153,27,605,-316,-167,-71.2,37.3,32,0.16,-0.58,1.05,-305,-46,-74,-418,292,520,-82.2118795,-23.0982739,69.58212207,4,-0.26,0,0.69,-10,-32,28,-553,287,-120,-4.41,-4.41,-82.1,1,-0.03,0.06,-0.05,9,-5,-6,81,593,460,A
1.19,7.04,-93.1,3,0.08,-0.02,-0.05,-20,2,24,2,598,-310,87,-62.8,8.67,18,2.07,-0.92,0.31,95,39,-147,763,-162,139,104.6007137,5.247435631,52.16111033,4,0.13,-0.31,-0.2,2,33,19,-504,371,-20,-134,34.3,-111,29,0.34,-2.28,-0.26,-130,-161,-192,-269,-443,247,D
1.68,2.33,-87.9,3,-0.18,0.02,-0.05,-10,4,26,42,574,-422,120,-41.5,-42.4,36,3.16,-0.71,-0.18,137,42,-324,600,-187,-335,73.40457099,47.70845205,62.29615342,19,-0.22,0.16,-0.16,85,124,108,-128,403,380,168,18.8,-96.6,23,-0.69,2.44,0.64,2,-167,157,103,-707,57,E
124,-43.1,167,17,0.13,0.11,-0.16,52,43,-157,161,612,-305,28.5,58.1,-14.5,21,0.88,-0.64,0.54,-206,-21,22,-65,299,597,48.80772231,-32.86535757,-96.51728934,17,0.19,-0.11,-0.31,-53,77,-135,-545,300,15,0,0,0,46,0.48,2.09,1.15,-179,412,49,-563,780,872,B
0.48,5.08,-88.1,5,0.02,0,-0.02,-15,3,44,46,640,-304,0,0,0,38,-0.02,0.02,-0.07,-280,157,-191,-425,455,348,60.05536498,-48.58592132,-74.79665478,30,0.31,0.1,-0.38,-138,167,-201,-516,344,69,51.4,-55.2,163,33,0.03,0.06,0.03,224,107,-202,132,547,694,A
118,13.8,-1.49,18,0.11,0.13,-0.16,-17,61,-160,27,602,-331,-37.5,-6.73,-53.3,10,2.54,-1.28,0.69,-84,-28,43,395,200,507,-106.3589164,-43.29717325,24.72610794,6,0.02,0.29,-0.08,-24,-50,14,-448,412,-12,6.98,32,-112,26,0.67,-3.4,-0.18,-160,196,46,-526,711,644,C
130,-40,161,18,0.16,0.11,-0.16,44,46,-168,180,606,-344,145,73,126,29,0.29,-0.45,0.8,-277,-42,-43,-343,338,546,38.04794403,-29.43620788,-108.0075643,18,0.11,0.06,-0.07,-50,64,-152,-593,238,2,0,0,0,13,0.18,0.9,0.31,79,97,38,652,-181,59,A
121,-44,174,17,0.18,0.11,-0.15,51,43,-156,167,607,-303,1.57,-30.6,-41.6,27,0.05,-0.48,0.72,167,-125,-162,747,-87,-154,60.7118313,-30.99609713,-86.72513811,18,0.06,0,-0.21,-54,101,-135,-555,285,18,0,0,0,36,0.88,2.39,0.74,-327,141,26,-638,42,488,A
0.36,5.7,-88.3,4,0.02,0.02,0,-16,3,40,49,631,-312,0,0,0,38,-0.02,-0.03,0.05,-281,154,-196,-427,451,349,45.63732209,-50.95593553,-85.34540137,30,0.34,0.13,-0.34,-145,131,-224,-561,296,-7,49.9,-59.5,164,33,0.03,-0.02,0.02,238,100,-201,130,529,700,A
115,17,-7.16,17,0.03,0.11,-0.16,-20,63,-157,15,606,-310,-74.8,-24.8,37,33,-1.45,0.32,0.36,127,-171,-247,593,-184,-337,87.72768227,31.47700045,59.35090652,10,-0.16,-0.19,0.18,31,77,56,-368,504,-85,18.1,21,-83.4,17,-1,2.75,0.18,-115,111,58,-418,778,677,B
125,-42.5,165,18,0.22,0.11,-0.13,48,47,-162,172,604,-298,-11.3,16.8,-63.7,20,1.93,-1.14,1.16,-190,-10,44,36,297,581,42.16941239,-26.35068343,-106.4255687,16,0.11,0.06,0.03,-42,66,-141,-563,238,74,0,0,0,48,1,0.64,0.48,-333,336,27,-707,466,696,C
139,27.8,3.63,24,-0.95,0.06,-0.41,-39,82,-221,-18,501,-486,17.6,6.59,-56.5,19,3.26,-1.45,0,22,70,171,-47,321,589,-37.77234758,-1.475275044,119.2755538,7,-0.05,-0.05,-0.25,-1,-25,63,441,-593,-114,117,-0.73,83.8,39,0.26,1.48,0.43,114,324,-159,-240,772,699,E
1.57,3.17,-87.8,3,-0.05,0.02,-0.05,-7,4,27,49,571,-417,134,-22,-69.8,54,-0.22,0.19,-0.08,76,-11,-522,296,-210,-518,74.55470149,45.85715158,62.65961219,18,-0.37,0.02,0.03,77,118,102,-122,395,383,-180,13.8,41.4,43,-0.06,2.97,1.2,155,348,171,228,259,-194,E
141,23.7,17.1,23,-0.53,-0.02,0.08,-34,62,-212,15,526,-465,102,-30.4,81.8,19,3.34,-2.07,-0.69,67,60,166,263,317,523,-36.16470088,-13.65063112,118.1991504,11,0.32,-0.22,0.26,-15,-39,102,557,-482,-2,138,7.31,90.9,39,0.13,1.7,0.38,64,353,-142,-268,785,697,E
1.65,7.27,-92.7,3,0.05,0,0,-21,3,23,6,612,-301,71.9,18,110,30,-0.59,0.27,-0.31,-262,135,-17,-355,321,538,-105.4178298,-11.46582515,-50.1236383,4,-0.14,0.02,0.03,-5,-38,-21,-590,221,-41,179,44.9,-145,28,0.13,-3.84,-0.67,-160,66,-212,-510,-235,251,B
119,15.6,-0.13,18,0.1,0.11,-0.13,-21,65,-161,28,600,-326,-37,-7.24,-42.3,10,-1.45,-0.08,0.77,-28,-63,70,483,152,472,118.2480576,38.66362892,3.428627565,3,-0.22,-0.02,0.16,11,27,1,-394,484,-51,25.4,66.4,-43.5,36,0.08,-1.32,-0.31,-320,146,24,-615,602,558,D
121,25.6,-6.01,19,-0.4,-0.03,-0.44,-39,66,-172,5,584,-366,24.6,-2.52,-157,7,-0.66,-0.08,0.15,3,-4,68,-353,346,515,5.583269633,26.82739694,129.6491383,7,0.53,-0.1,-0.34,19,4,69,559,-469,-71,154,29.1,150,32,0.19,1.43,0.21,-175,167,-196,-704,372,523,C
119,17.5,-0.92,18,0.08,0.13,-0.2,-24,63,-161,23,596,-327,-63.1,-31.5,3.76,26,-0.59,-0.11,0.79,114,-116,-194,730,-49,-81,42.45966025,-15.03671779,111.7040417,3,-0.29,0.18,0.28,-4,11,24,-494,369,-179,17.2,14.8,-101,18,0.22,-1.67,-0.79,-126,119,3,-330,760,570,A
1.61,3.25,-87.8,3,-0.05,0.02,-0.05,-8,4,28,47,572,-420,134,-22,-69.4,54,-1.01,0.45,-0.11,74,-13,-524,308,-209,-517,71.65582387,48.6401121,63.31729486,17,-0.53,0.18,0.05,79,111,100,-119,402,377,-180,13.9,45.5,44,-0.08,2.75,1.12,157,360,170,199,313,-208,E
1.18,7.28,-93.9,3,0.21,0.03,0.02,-19,6,25,3,607,-306,-141,3.67,-171,34,-0.02,-0.02,0.02,-287,111,-122,-371,340,511,121.0003992,-3.899393992,35.84856227,3,0.32,0.11,-0.28,-1,24,9,-534,331,-47,15.7,-62.8,-140,36,0.03,-0.14,-0.05,188,220,-210,-44,670,492,A
120,13.7,-0.71,18,0.06,0.11,-0.16,-16,63,-166,27,592,-338,-27.7,3.39,-84.1,24,-2.22,0.92,0.61,-220,23,80,57,378,537,-88.05097755,-62.19010997,25.99385785,6,0.05,0.19,-0.13,-34,-45,15,-461,417,-6,-45.5,-14.4,116,51,-0.39,0.19,-0.08,-310,-392,-26,-37,-655,-56,C
127,-43.2,164,18,0.1,0.11,-0.18,52,43,-160,161,610,-305,-62.2,-64.4,36.2,38,-1.03,-0.06,0.51,107,-129,-328,494,-91,-462,119.2560566,11.33770565,-35.91990105,25,0.08,0.4,0,28,230,-87,-184,566,121,0,0,0,48,0.96,-0.69,0.36,-75,460,-17,-127,767,569,B
129,27.8,2.01,21,-0.45,-0.02,-0.44,-47,70,-187,10,570,-399,-2.23,-2.35,-43.3,3,-0.18,-0.22,0.1,-2,-12,27,-397,330,506,-30.03078162,12.85398538,124.2539082,10,0.51,-0.08,-0.34,13,-30,96,483,-557,-21,78,-2.26,108,30,0.19,0.14,0.02,152,196,-155,-151,760,731,A
0.5,4.63,-88.3,4,0.02,0,-0.02,-13,2,40,40,628,-304,0,0,0,36,-0.35,0.24,-0.08,-260,186,-138,-367,441,407,52.37093347,-57.88774323,-73.59201334,30,0.39,-0.19,-0.44,-163,149,-200,-504,379,-52,129,48.5,168,21,0.77,-2.54,-0.23,-112,20,-176,-633,55,524,A
122,-43.4,172,17,0.13,0.11,-0.15,46,45,-157,167,611,-301,35.4,-9.03,-2.91,7,2.36,-1.12,0.67,49,-50,-7,660,95,272,54.75460965,-31.23948091,-92.16017941,16,-0.02,0,0,-49,83,-127,-545,295,15,0,0,0,44,0.9,2.95,1.2,-307,302,38,-706,306,675,A
127,-41.5,163,18,0,0.13,-0.21,59,44,-164,174,600,-305,-8.72,-64.2,-4.52,25,-1.77,0,0.85,117,-101,-194,709,-45,-255,51.32073803,-29.77677009,-96.19104491,17,0.32,-0.1,-0.43,-49,82,-137,-560,254,75,0,0,0,46,0.31,3.45,1.31,-307,333,46,-703,478,772,B
148,-33,129,21,0.14,0.1,0.44,58,42,-190,174,560,-400,-25.6,21.7,-80.2,28,-2.67,0.29,0.62,-254,-15,115,-88,270,618,104.6296992,-8.776577234,-51.55907878,19,1.01,-0.93,-0.41,-16,158,-90,-403,421,132,0,0,0,53,1.33,-3.61,-0.16,-9,514,-35,-603,710,696,E
-7.12,6.44,-93,4,0.32,0.08,0.54,-15,-5,33,1,629,-232,76.8,2.09,92.7,26,-1.62,0.56,-0.1,-186,164,42,-96,324,579,4.215746149,48.204795,108.6589552,2,0.27,-0.77,-0.08,11,1,21,-555,292,-14,-158,39,-94.6,31,0.19,2.47,0.92,-69,-195,-228,-155,-587,52,E
1.23,3.37,-88.6,3,-0.02,0.02,-0.02,-9,3,27,33,581,-421,84.3,12.6,115,32,-0.61,0.29,-0.23,-234,174,-113,-368,319,513,-121.4731603,-27.11017463,-22.50559703,2,-0.05,-0.4,0.05,-6,-21,-5,-412,280,287,177,-8.6,-3.91,32,-0.43,3.64,0.38,208,115,203,618,-643,129,A
138,16,-0.94,23,0.11,0.1,0.36,-10,73,-218,18,490,-493,-40.7,-12.5,-44.9,11,-1.65,0,0.87,-28,-73,68,494,125,455,125.9931686,27.18691566,14.70010832,4,-0.02,-0.08,0.05,11,39,6,-360,504,-31,83.2,81.5,38.4,36,0.14,-1.98,-0.3,-342,94,22,-668,469,516,E
128,27.4,1.94,20,-0.43,-0.05,-0.43,-46,71,-182,8,570,-400,1.3,-7,-125,3,-0.35,-0.19,0.08,-3,-5,29,-408,323,497,-28.49711141,13.6137931,125.3314711,11,0.43,-0.11,-0.23,14,-29,98,478,-559,-28,77.8,2.13,108,35,0.4,0.32,0,160,234,-186,-175,749,702,A
122,24.7,-5.32,19,-0.4,-0.03,-0.43,-38,71,-168,9,583,-351,107,-27.4,53.1,30,1.22,-0.9,0.54,271,14,125,481,238,418,-1.981979847,24.01229088,132.9824637,10,0.59,0.02,-0.39,24,-2,98,525,-520,-64,134,3.2,102,39,0.37,-1.51,-0.34,39,336,-171,-322,780,644,C
1.03,5.49,-92.7,3,-0.02,0,-0.02,-19,3,25,3,599,-300,80.6,13.5,114,32,0.11,0.13,-0.48,-276,103,-110,-347,352,515,-110.6457513,-2.630061617,46.34746958,4,0,0.14,0.43,-1,-34,17,-587,209,16,148,-2.19,97.8,40,-0.16,1.7,0.15,43,316,-229,-297,712,472,C
1.28,7.33,-94.1,3,0,0,-0.03,-19,3,21,-3,605,-319,-131,18.8,-162,34,0.02,-0.02,0,-288,109,-125,-368,339,510,13.38245941,-70.81758832,-84.46500278,37,0,-0.02,0,-234,48,-269,-564,288,-69,24.9,-63.7,-149,36,0.02,0,-0.02,190,208,-215,-22,654,475,A
0.89,7.62,-93.6,4,0.05,0,-0.03,-23,5,25,-4,607,-301,71,34.8,59.7,29,-2.07,0.92,-0.25,-238,162,-11,-73,330,575,36.61865602,90.71094181,52.50778999,1,-0.06,0.11,0.25,11,5,7,-534,331,-55,61.8,-34.6,180,47,0.05,-2.71,-1.05,114,391,-208,-283,738,540,A
126,-44,165,18,0.16,0.1,-0.13,48,41,-160,168,608,-308,10.3,49.4,-36.7,19,1.2,-0.96,0.82,-186,-22,15,-15,334,572,56.84984661,-30.64986622,-90.56792112,17,0.29,-0.37,-0.02,-51,91,-133,-527,302,80,0,0,0,30,0.88,1.22,0.49,-293,-37,6,-180,-540,169,B
127,-40.8,162,18,0.1,0.11,-0.16,47,45,-161,167,603,-309,-29.1,62.8,-104,32,0.27,-0.58,0.94,-299,-51,-61,-381,345,533,49.06442464,-27.07296314,-99.82213155,16,0.27,0.05,-0.28,-42,74,-132,-557,259,76,0,0,0,35,0.9,0.8,-0.03,74,332,-55,138,583,566,C
0.79,6.22,-92.7,3,0,0.02,-0.05,-14,1,27,9,610,-302,68.7,5.91,77.2,21,2.1,-0.96,0.11,-154,138,-13,128,260,580,-144.0013693,-11.69084965,5.835429696,3,-0.16,-0.16,-0.03,-4,-34,2,-600,174,9,140,-3.42,90.4,39,-0.08,0.35,-0.15,63,314,-210,-209,716,449,C
118,13.7,-1.1,17,0.11,0.11,-0.16,-18,59,-159,31,600,-315,-85.2,-23.6,56.8,41,-0.03,-0.5,0.64,113,-201,-334,420,-198,-459,-113.0504396,-36.71738338,23.18173213,7,-0.02,0.31,0.13,-25,-63,16,-460,412,-4,29.8,16.3,-64.6,13,-0.64,2.2,-0.69,-71,109,15,-229,752,570,C
127,-43.8,164,18,0.03,0.11,-0.23,49,44,-161,159,600,-310,22.5,63.7,-25.6,27,0.56,-0.67,0.74,-263,-27,-10,-301,374,520,69.38010952,-23.84517541,-82.07234184,18,0.24,-0.29,-0.11,-41,111,-127,-541,279,80,0,0,0,32,1.33,-0.92,0.16,-309,-30,-9,-259,-519,136,B
1.77,6.62,-86.7,3,0.19,0.02,0.07,-14,-1,25,68,627,-320,0,0,0,43,-1.51,1.4,-0.72,69,-24,-417,487,-226,-412,91.99645048,-21.80960423,-60.1516938,31,0.87,0.05,-1.21,-65,239,-170,-146,569,132,155,3.9,69.1,45,-1,2.22,-0.03,247,353,-112,-15,674,767,B
121,-43.3,171,17,0.14,0.11,-0.16,47,46,-157,159,606,-299,-29.4,-29.8,14.7,28,-0.87,-0.4,0.69,138,-137,-199,730,-108,-170,61.67565245,-25.73230107,-88.67874141,18,0.02,0.11,-0.08,-44,100,-134,-531,323,32,0,0,0,50,0.95,2.57,0.97,-226,438,-12,-608,643,580,A
121,25.1,-6.18,19,-0.5,-0.03,-0.48,-33,69,-172,14,595,-363,73.2,-15.8,130,9,1.11,-0.67,0.3,17,12,84,-304,349,533,8.012975804,30.48657686,125.4914908,10,0.53,-0.03,-0.34,30,8,95,520,-518,-43,149,37,159,29,0.4,-2.46,-0.34,-147,177,-169,-711,318,571,C
124,-41.9,165,17,0.11,0.11,-0.15,48,45,-155,159,613,-301,-24.2,-29.4,-30.7,7,1.85,-0.98,1.18,26,-61,-15,619,99,316,43.59124879,-28.32831949,-103.9826724,17,0.11,0.03,-0.18,-47,71,-145,-559,262,59,0,0,0,46,0.96,0.61,0.3,-319,323,24,-703,491,674,D
118,17.2,-0.11,18,0.05,0.1,-0.18,-26,63,-162,24,601,-317,-41.4,-18.5,-30,9,-1.77,0.02,0.89,21,-87,0,631,72,308,120.4555529,35.48139032,-8.696353767,5,-0.06,-0.05,-0.11,16,43,-4,-341,529,-67,22.7,77.8,-33.2,36,0.18,-1.86,-0.43,-343,92,17,-668,503,546,D
